DATE,ADMIN1,ADMIN2,MARKET,LATITUDE,LONGITUDE,COMMODITY,PRICETYPE,PRICE
10/15/2022,Region X,Misamis Occidental,Misamis Occidental,8.48,123.81,"Rice (regular, milled)",Retail,41.66
10/15/2022,Region X,Misamis Oriental,Misamis Oriental,8.48,124.65,"Rice (regular, milled)",Retail,41.63
10/15/2022,Region XI,Compostela Valley,Davao de Oro,7.6,125.97,"Rice (regular, milled)",Retail,38.1
10/15/2022,Region XI,Davao Oriental,Davao Oriental,6.96,126.21,"Rice (regular, milled)",Retail,38.6
10/15/2022,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,"Rice (regular, milled)",Retail,38.56
10/15/2022,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,Rice (special),Retail,58.62
10/15/2022,Region XI,Davao del Sur,Davao City,7.18,125.44,"Rice (regular, milled)",Retail,41.29
10/15/2022,Region XI,Davao del Sur,Davao Occidental,6.41,125.61,"Rice (regular, milled)",Retail,38.88
10/15/2022,Region XI,Davao del Sur,Davao del Sur,6.75,125.36,"Rice (regular, milled)",Retail,38.88
10/15/2022,Region XII,North Cotabato,Cotabato,7.01,125.09,"Rice (regular, milled)",Retail,38.71
10/15/2022,Region XII,South Cotabato,South Cotabato,6.5,124.84,Rice (well milled),Retail,37.21
10/15/2022,Region XII,Sultan Kudarat,Sultan Kudarat,6.63,124.6,"Rice (regular, milled)",Retail,37.25
10/15/2022,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,"Rice (regular, milled)",Retail,36.53
10/15/2022,Region XIII,Agusan del Sur,Agusan del Sur,8.61,125.91,"Rice (regular, milled)",Retail,38.43
10/15/2022,Region XIII,Dinagat Islands,Dinagat Islands,10.01,125.57,"Rice (regular, milled)",Retail,42.94
10/15/2022,Region XIII,Surigao del Norte,Surigao del Norte,9.79,125.5,"Rice (regular, milled)",Retail,36.95
10/15/2022,Region XIII,Surigao del Sur,Surigao del Sur,9.06,126.2,"Rice (regular, milled)",Retail,37.8
11/15/2022,Autonomous region in Muslim Mindanao,Basilan,Basilan,6.66,122.14,"Rice (regular, milled)",Retail,46.69
11/15/2022,Autonomous region in Muslim Mindanao,Lanao del Sur,Lanao del Sur,8,124.28,"Rice (regular, milled)",Retail,48.78
11/15/2022,Autonomous region in Muslim Mindanao,Maguindanao,Maguindanao,6.72,124.79,"Rice (regular, milled)",Retail,47.87
11/15/2022,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,"Rice (regular, milled)",Retail,46.05
11/15/2022,Cordillera Administrative region,Abra,Abra,17.6,120.62,"Rice (regular, milled)",Retail,38
11/15/2022,Cordillera Administrative region,Apayao,Apayao,18.01,121.19,"Rice (regular, milled)",Retail,33.28
11/15/2022,Cordillera Administrative region,Benguet,Benguet,16.45,120.59,"Rice (regular, milled)",Retail,40.54
11/15/2022,Cordillera Administrative region,Ifugao,Ifugao,16.8,121.12,"Rice (regular, milled)",Retail,36.71
11/15/2022,Cordillera Administrative region,Ifugao,Ifugao,16.8,121.12,Rice (well milled),Retail,41.14
11/15/2022,Cordillera Administrative region,Kalinga,Kalinga,17.47,121.47,"Rice (regular, milled)",Retail,42.5
11/15/2022,Cordillera Administrative region,Mountain Province,Mountain Province,17.09,120.98,"Rice (regular, milled)",Retail,43.97
11/15/2022,Region I,Ilocos Norte,Ilocos Norte,18.19,120.6,"Rice (regular, milled)",Retail,36.81
11/15/2022,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,"Rice (regular, milled)",Retail,37.79
11/15/2022,Region I,La Union,La Union (Ilocos Region),16.62,120.31,"Rice (regular, milled)",Retail,35.75
11/15/2022,Region II,Isabela,Isabela,17.13,121.87,"Rice (regular, milled)",Retail,35.44
11/15/2022,Region II,Nueva Vizcaya,Nueva Vizcaya,16.49,121.15,"Rice (regular, milled)",Retail,35.88
11/15/2022,Region II,Quirino,Quirino,16.52,121.52,"Rice (regular, milled)",Retail,35.73
11/15/2022,Region III,Aurora,Aurora,15.75,121.56,"Rice (regular, milled)",Retail,37.92
11/15/2022,Region III,Zambales,Zambales,15.34,119.97,"Rice (regular, milled)",Retail,42.47
11/15/2022,Region IV-A,Laguna,Laguna,14.29,121.41,"Rice (regular, milled)",Retail,39.31
11/15/2022,Region IV-B,Marinduque,Marinduque,13.45,121.84,"Rice (regular, milled)",Retail,38.55
11/15/2022,Region IV-B,Occidental Mindoro,Occidental Mindoro,13.23,120.59,Rice (special),Retail,56.17
11/15/2022,Region IV-B,Oriental Mindoro,Oriental Mindoro,13.41,121.18,"Rice (regular, milled)",Retail,43.58
11/15/2022,Region IV-B,Palawan,Palawan,9.78,118.74,"Rice (regular, milled)",Retail,40.38
11/15/2022,Region IV-B,Romblon,Romblon,12.58,122.27,"Rice (regular, milled)",Retail,45.75
11/15/2022,Region IX,Zamboanga Sibugay,Zamboanga Sibugay,7.78,122.58,"Rice (regular, milled)",Retail,38.94
11/15/2022,Region IX,Zamboanga del Norte,Zamboanga del Norte,8.59,123.34,"Rice (regular, milled)",Retail,40.25
11/15/2022,Region IX,Zamboanga del Sur,Zamboanga City,6.91,122.07,"Rice (regular, milled)",Retail,39.08
11/15/2022,Region V,Camarines Norte,Camarines Norte,14.12,122.96,"Rice (regular, milled)",Retail,38.95
11/15/2022,Region V,Camarines Norte,Camarines Norte,14.12,122.96,Rice (well milled),Retail,42
11/15/2022,Region V,Catanduanes,Catanduanes,13.58,124.23,"Rice (regular, milled)",Retail,39.81
11/15/2022,Region V,Masbate,Camarines Sur,12.55,123.27,"Rice (regular, milled)",Retail,38.98
11/15/2022,Region V,Masbate,Masbate,12.36,123.63,"Rice (regular, milled)",Retail,40.3
11/15/2022,Region V,Sorsogon,Sorsogon,12.97,124.01,"Rice (regular, milled)",Retail,39.42
11/15/2022,Region VI,Aklan,Aklan,11.71,122.37,"Rice (regular, milled)",Retail,37.19
11/15/2022,Region VI,Aklan,Aklan,11.71,122.37,Rice (well milled),Retail,40.52
11/15/2022,Region VI,Antique,Antique,10.76,121.94,"Rice (regular, milled)",Retail,36.33
11/15/2022,Region VI,Antique,Antique,10.76,121.94,Rice (well milled),Retail,40.17
11/15/2022,Region VI,Capiz,Capiz,11.58,122.76,"Rice (regular, milled)",Retail,36.95
11/15/2022,Region VI,Negros Occidental,Negros Occidental,10.67,122.95,"Rice (regular, milled)",Retail,43.38
11/15/2022,Region VII,Bohol,Bohol,9.66,123.87,"Rice (regular, milled)",Retail,42.06
11/15/2022,Region VII,Negros Oriental,Negros Oriental,9.31,123.31,"Rice (regular, milled)",Retail,39.88
11/15/2022,Region VII,Siquijor,Siquijor,9.21,123.51,"Rice (regular, milled)",Retail,41.68
11/15/2022,Region VIII,Biliran,Biliran,11.56,124.39,"Rice (regular, milled)",Retail,42.06
11/15/2022,Region VIII,Eastern Samar,Eastern Samar,11.61,125.43,"Rice (regular, milled)",Retail,37.37
11/15/2022,Region VIII,Samar,Samar,11.77,124.88,"Rice (regular, milled)",Retail,39.44
11/15/2022,Region VIII,Southern Leyte,Southern Leyte,10.13,124.83,"Rice (regular, milled)",Retail,44.03
11/15/2022,Region X,Camiguin,Camiguin,9.25,124.72,"Rice (regular, milled)",Retail,41.32
11/15/2022,Region X,Lanao del Norte,Lanao del Norte,8.04,123.8,"Rice (regular, milled)",Retail,39.25
11/15/2022,Region X,Misamis Occidental,Misamis Occidental,8.48,123.81,"Rice (regular, milled)",Retail,42.25
11/15/2022,Region XI,Compostela Valley,Davao de Oro,7.6,125.97,"Rice (regular, milled)",Retail,38.35
11/15/2022,Region XI,Davao Oriental,Davao Oriental,6.96,126.21,"Rice (regular, milled)",Retail,38.38
11/15/2022,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,"Rice (regular, milled)",Retail,38.88
11/15/2022,Region XII,North Cotabato,Cotabato,7.01,125.09,"Rice (regular, milled)",Retail,38.81
11/15/2022,Region XII,Sarangani,Sarangani,6.1,125.29,"Rice (regular, milled)",Retail,38.47
11/15/2022,Region XII,Sarangani,Sarangani,6.1,125.29,Rice (well milled),Retail,41.21
11/15/2022,Region XII,Sultan Kudarat,Sultan Kudarat,6.63,124.6,"Rice (regular, milled)",Retail,37.44
11/15/2022,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,"Rice (regular, milled)",Retail,37
11/15/2022,Region XIII,Agusan del Sur,Agusan del Sur,8.61,125.91,"Rice (regular, milled)",Retail,38.44
11/15/2022,Region XIII,Surigao del Norte,Surigao del Norte,9.79,125.5,"Rice (regular, milled)",Retail,38.11
11/15/2022,Region XIII,Surigao del Sur,Surigao del Sur,9.06,126.2,"Rice (regular, milled)",Retail,37.74
12/15/2022,Autonomous region in Muslim Mindanao,Basilan,Basilan,6.66,122.14,"Rice (regular, milled)",Retail,46.69
12/15/2022,Autonomous region in Muslim Mindanao,Lanao del Sur,Lanao del Sur,8,124.28,"Rice (regular, milled)",Retail,48.25
12/15/2022,Autonomous region in Muslim Mindanao,Maguindanao,Maguindanao,6.72,124.79,Rice (well milled),Retail,54.22
12/15/2022,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,"Rice (regular, milled)",Retail,46.05
12/15/2022,Cordillera Administrative region,Benguet,Benguet,16.45,120.59,"Rice (regular, milled)",Retail,40.54
12/15/2022,Cordillera Administrative region,Ifugao,Ifugao,16.8,121.12,"Rice (regular, milled)",Retail,36.71
12/15/2022,Cordillera Administrative region,Kalinga,Kalinga,17.47,121.47,"Rice (regular, milled)",Retail,42
12/15/2022,Cordillera Administrative region,Mountain Province,Mountain Province,17.09,120.98,"Rice (regular, milled)",Retail,44.9
12/15/2022,Region I,Ilocos Norte,Ilocos Norte,18.19,120.6,"Rice (regular, milled)",Retail,36.81
12/15/2022,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,"Rice (regular, milled)",Retail,37.5
12/15/2022,Region I,La Union,La Union (Ilocos Region),16.62,120.31,"Rice (regular, milled)",Retail,36
12/15/2022,Region I,Pangasinan,Pangasinan,16.02,120.23,"Rice (regular, milled)",Retail,38.38
12/15/2022,Region II,Cagayan,Cagayan,17.63,121.73,"Rice (regular, milled)",Retail,36.06
12/15/2022,Region II,Cagayan,Cagayan,17.63,121.73,Rice (well milled),Retail,40.75
12/15/2022,Region II,Isabela,Isabela,17.13,121.87,"Rice (regular, milled)",Retail,35.44
12/15/2022,Region II,Nueva Vizcaya,Nueva Vizcaya,16.49,121.15,"Rice (regular, milled)",Retail,35.88
12/15/2022,Region II,Quirino,Quirino,16.52,121.52,"Rice (regular, milled)",Retail,35.98
12/15/2022,Region III,Bataan,Bataan,14.67,120.53,Rice (well milled),Retail,43.19
12/15/2022,Region III,Bulacan,Bulacan,14.84,120.81,"Rice (regular, milled)",Retail,39.44
12/15/2022,Region III,Bulacan,Bulacan,14.84,120.81,Rice (well milled),Retail,45.57
12/15/2022,Region III,Bulacan,Pampanga,15.02,121.09,"Rice (regular, milled)",Retail,38.7
12/15/2022,Region III,Nueva Ecija,Nueva Ecija,15.55,121.09,"Rice (regular, milled)",Retail,36.81
12/15/2022,Region III,Nueva Ecija,Nueva Ecija,15.55,121.09,Rice (special),Retail,48.13
12/15/2022,Region III,Tarlac,Tarlac,15.49,120.59,Rice (well milled),Retail,44.7
12/15/2022,Region III,Zambales,Zambales,15.34,119.97,"Rice (regular, milled)",Retail,42.84
12/15/2022,Region IV-A,Batangas,Batangas,13.76,121.06,"Rice (regular, milled)",Retail,40.58
12/15/2022,Region IV-A,Laguna,Laguna,14.29,121.41,"Rice (regular, milled)",Retail,39.49
12/15/2022,Region IV-B,Occidental Mindoro,Occidental Mindoro,13.23,120.59,"Rice (regular, milled)",Retail,37.88
12/15/2022,Region IV-B,Oriental Mindoro,Oriental Mindoro,13.41,121.18,"Rice (regular, milled)",Retail,42.18
12/15/2022,Region IV-B,Palawan,Palawan,9.78,118.74,Rice (special),Retail,49.95
12/15/2022,Region IV-B,Romblon,Romblon,12.58,122.27,"Rice (regular, milled)",Retail,45.75
12/15/2022,Region IX,Zamboanga Sibugay,Zamboanga Sibugay,7.78,122.58,"Rice (regular, milled)",Retail,38.86
12/15/2022,Region IX,Zamboanga del Norte,Zamboanga del Norte,8.59,123.34,"Rice (regular, milled)",Retail,42.25
12/15/2022,Region IX,Zamboanga del Norte,Zamboanga del Norte,8.59,123.34,Rice (well milled),Retail,44.85
12/15/2022,Region IX,Zamboanga del Sur,Zamboanga City,6.91,122.07,"Rice (regular, milled)",Retail,39.33
12/15/2022,Region IX,Zamboanga del Sur,Zamboanga del Sur,7.82,123.44,"Rice (regular, milled)",Retail,38.58
12/15/2022,Region V,Camarines Norte,Camarines Norte,14.12,122.96,"Rice (regular, milled)",Retail,38.77
12/15/2022,Region V,Catanduanes,Catanduanes,13.58,124.23,"Rice (regular, milled)",Retail,39.56
12/15/2022,Region V,Masbate,Camarines Sur,12.55,123.27,"Rice (regular, milled)",Retail,39.07
12/15/2022,Region V,Masbate,Masbate,12.36,123.63,"Rice (regular, milled)",Retail,40.22
12/15/2022,Region V,Sorsogon,Sorsogon,12.97,124.01,"Rice (regular, milled)",Retail,39.42
12/15/2022,Region VI,Antique,Antique,10.76,121.94,"Rice (regular, milled)",Retail,35.99
12/15/2022,Region VI,Capiz,Capiz,11.58,122.76,"Rice (regular, milled)",Retail,37.13
12/15/2022,Region VI,Guimaras,Guimaras,10.67,122.59,"Rice (regular, milled)",Retail,39.17
12/15/2022,Region VI,Negros Occidental,Negros Occidental,10.67,122.95,"Rice (regular, milled)",Retail,43.98
12/15/2022,Region VI,Negros Occidental,Negros Occidental,10.67,122.95,Rice (well milled),Retail,48.24
12/15/2022,Region VII,Bohol,Bohol,9.66,123.87,"Rice (regular, milled)",Retail,42.01
12/15/2022,Region VII,Cebu,Cebu,10.29,123.9,"Rice (regular, milled)",Retail,43.97
12/15/2022,Region VII,Negros Oriental,Negros Oriental,9.31,123.31,Rice (special),Retail,58.55
12/15/2022,Region VII,Siquijor,Siquijor,9.21,123.51,"Rice (regular, milled)",Retail,40.88
12/15/2022,Region VIII,Eastern Samar,Eastern Samar,11.61,125.43,"Rice (regular, milled)",Retail,39.43
12/15/2022,Region VIII,Northern Samar,Northern Samar,12.5,124.64,"Rice (regular, milled)",Retail,38.03
12/15/2022,Region VIII,Samar,Samar,11.77,124.88,"Rice (regular, milled)",Retail,38.91
12/15/2022,Region VIII,Samar,Samar,11.77,124.88,Rice (special),Retail,59.01
12/15/2022,Region VIII,Southern Leyte,Southern Leyte,10.13,124.83,"Rice (regular, milled)",Retail,44.03
12/15/2022,Region X,Bukidnon,Bukidnon,8.15,125.13,"Rice (regular, milled)",Retail,39.5
12/15/2022,Region X,Camiguin,Camiguin,9.25,124.72,"Rice (regular, milled)",Retail,41.83
12/15/2022,Region X,Misamis Oriental,Misamis Oriental,8.48,124.65,"Rice (regular, milled)",Retail,41.63
12/15/2022,Region X,Misamis Oriental,Misamis Oriental,8.48,124.65,Rice (special),Retail,49.25
12/15/2022,Region XI,Compostela Valley,Davao de Oro,7.6,125.97,"Rice (regular, milled)",Retail,38.51
12/15/2022,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,"Rice (regular, milled)",Retail,39
12/15/2022,Region XI,Davao del Sur,Davao Occidental,6.41,125.61,"Rice (regular, milled)",Retail,38.75
12/15/2022,Region XII,North Cotabato,Cotabato,7.01,125.09,"Rice (regular, milled)",Retail,38.98
12/15/2022,Region XII,Sarangani,Sarangani,6.1,125.29,"Rice (regular, milled)",Retail,38.48
12/15/2022,Region XII,South Cotabato,South Cotabato,6.5,124.84,"Rice (regular, milled)",Retail,36.68
12/15/2022,Region XII,Sultan Kudarat,Sultan Kudarat,6.63,124.6,"Rice (regular, milled)",Retail,37.69
12/15/2022,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,"Rice (regular, milled)",Retail,35.87
12/15/2022,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,Rice (special),Retail,46.02
12/15/2022,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,Rice (well milled),Retail,40.1
12/15/2022,Region XIII,Agusan del Sur,Agusan del Sur,8.61,125.91,"Rice (regular, milled)",Retail,38.22
12/15/2022,Region XIII,Agusan del Sur,Agusan del Sur,8.61,125.91,Rice (well milled),Retail,41.18
12/15/2022,Region XIII,Surigao del Norte,Surigao del Norte,9.79,125.5,"Rice (regular, milled)",Retail,39.64
1/15/2023,Autonomous region in Muslim Mindanao,Basilan,Basilan,6.66,122.14,"Rice (regular, milled)",Retail,47.45
1/15/2023,Autonomous region in Muslim Mindanao,Maguindanao,Maguindanao,6.72,124.79,"Rice (regular, milled)",Retail,48.13
1/15/2023,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,"Rice (regular, milled)",Retail,47.08
1/15/2023,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,Rice (special),Retail,50.14
1/15/2023,Cordillera Administrative region,Apayao,Apayao,18.01,121.19,"Rice (regular, milled)",Retail,33.57
1/15/2023,Cordillera Administrative region,Ifugao,Ifugao,16.8,121.12,"Rice (regular, milled)",Retail,35.86
1/15/2023,Cordillera Administrative region,Kalinga,Kalinga,17.47,121.47,"Rice (regular, milled)",Retail,41.88
1/15/2023,Cordillera Administrative region,Mountain Province,Mountain Province,17.09,120.98,"Rice (regular, milled)",Retail,44.27
1/15/2023,Region I,Ilocos Norte,Ilocos Norte,18.19,120.6,"Rice (regular, milled)",Retail,37.13
1/15/2023,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,"Rice (regular, milled)",Retail,37.43
1/15/2023,Region I,La Union,La Union (Ilocos Region),16.62,120.31,"Rice (regular, milled)",Retail,36.13
1/15/2023,Region I,Pangasinan,Pangasinan,16.02,120.23,"Rice (regular, milled)",Retail,38.25
1/15/2023,Region II,Cagayan,Cagayan,17.63,121.73,Rice (special),Retail,45.5
1/15/2023,Region II,Isabela,Isabela,17.13,121.87,"Rice (regular, milled)",Retail,35.44
1/15/2023,Region II,Nueva Vizcaya,Nueva Vizcaya,16.49,121.15,"Rice (regular, milled)",Retail,35.63
1/15/2023,Region II,Quirino,Quirino,16.52,121.52,"Rice (regular, milled)",Retail,35.85
1/15/2023,Region III,Bataan,Bataan,14.67,120.53,"Rice (regular, milled)",Retail,36.98
1/15/2023,Region III,Bataan,Bataan,14.67,120.53,Rice (special),Retail,53.71
1/15/2023,Region III,Bulacan,Pampanga,15.02,121.09,"Rice (regular, milled)",Retail,39.65
1/15/2023,Region III,Bulacan,Pampanga,15.02,121.09,Rice (special),Retail,53.63
1/15/2023,Region III,Bulacan,Pampanga,15.02,121.09,Rice (well milled),Retail,48.08
1/15/2023,Region IV-B,Marinduque,Marinduque,13.45,121.84,"Rice (regular, milled)",Retail,39.21
1/15/2023,Region IX,Zamboanga Sibugay,Zamboanga Sibugay,7.78,122.58,"Rice (regular, milled)",Retail,39.11
1/15/2023,Region IX,Zamboanga del Norte,Zamboanga del Norte,8.59,123.34,"Rice (regular, milled)",Retail,42.38
1/15/2023,Region IX,Zamboanga del Sur,Zamboanga City,6.91,122.07,"Rice (regular, milled)",Retail,39.33
1/15/2023,Region V,Camarines Norte,Camarines Norte,14.12,122.96,"Rice (regular, milled)",Retail,38.6
1/15/2023,Region V,Catanduanes,Catanduanes,13.58,124.23,"Rice (regular, milled)",Retail,39.63
1/15/2023,Region V,Catanduanes,Catanduanes,13.58,124.23,Rice (well milled),Retail,41
1/15/2023,Region V,Masbate,Camarines Sur,12.55,123.27,"Rice (regular, milled)",Retail,38.64
1/15/2023,Region V,Sorsogon,Sorsogon,12.97,124.01,"Rice (regular, milled)",Retail,39.63
1/15/2023,Region VI,Aklan,Aklan,11.71,122.37,"Rice (regular, milled)",Retail,37.83
1/15/2023,Region VI,Antique,Antique,10.76,121.94,"Rice (regular, milled)",Retail,36.33
1/15/2023,Region VI,Negros Occidental,Negros Occidental,10.67,122.95,"Rice (regular, milled)",Retail,43.76
1/15/2023,Region VII,Bohol,Bohol,9.66,123.87,"Rice (regular, milled)",Retail,41.89
1/15/2023,Region VII,Cebu,Cebu,10.29,123.9,"Rice (regular, milled)",Retail,44.04
1/15/2023,Region VII,Siquijor,Siquijor,9.21,123.51,"Rice (regular, milled)",Retail,41.19
1/15/2023,Region VII,Siquijor,Siquijor,9.21,123.51,Rice (special),Retail,63.5
1/15/2023,Region VIII,Biliran,Biliran,11.56,124.39,"Rice (regular, milled)",Retail,42.06
1/15/2023,Region VIII,Eastern Samar,Eastern Samar,11.61,125.43,"Rice (regular, milled)",Retail,36.64
1/15/2023,Region VIII,Leyte,Leyte,11.25,125,"Rice (regular, milled)",Retail,41.47
1/15/2023,Region VIII,Northern Samar,Northern Samar,12.5,124.64,"Rice (regular, milled)",Retail,38.12
1/15/2023,Region VIII,Samar,Samar,11.77,124.88,"Rice (regular, milled)",Retail,40.03
1/15/2023,Region VIII,Samar,Samar,11.77,124.88,Rice (special),Retail,49.97
1/15/2023,Region VIII,Southern Leyte,Southern Leyte,10.13,124.83,"Rice (regular, milled)",Retail,44.03
1/15/2023,Region VIII,Southern Leyte,Southern Leyte,10.13,124.83,Rice (special),Retail,52.19
1/15/2023,Region X,Bukidnon,Bukidnon,8.15,125.13,"Rice (regular, milled)",Retail,39.83
1/15/2023,Region X,Camiguin,Camiguin,9.25,124.72,"Rice (regular, milled)",Retail,41.38
1/15/2023,Region X,Lanao del Norte,Lanao del Norte,8.04,123.8,"Rice (regular, milled)",Retail,39.63
1/15/2023,Region X,Lanao del Norte,Lanao del Norte,8.04,123.8,Rice (special),Retail,44.5
1/15/2023,Region X,Misamis Occidental,Misamis Occidental,8.48,123.81,"Rice (regular, milled)",Retail,41.53
1/15/2023,Region XI,Compostela Valley,Davao de Oro,7.6,125.97,"Rice (regular, milled)",Retail,38.26
1/15/2023,Region XI,Compostela Valley,Davao de Oro,7.6,125.97,Rice (special),Retail,51.03
1/15/2023,Region XI,Davao Oriental,Davao Oriental,6.96,126.21,"Rice (regular, milled)",Retail,38.63
1/15/2023,Region XI,Davao del Sur,Davao City,7.18,125.44,"Rice (regular, milled)",Retail,39.42
1/15/2023,Region XI,Davao del Sur,Davao City,7.18,125.44,Rice (special),Retail,49
1/15/2023,Region XII,North Cotabato,Cotabato,7.01,125.09,"Rice (regular, milled)",Retail,39.05
1/15/2023,Region XII,South Cotabato,South Cotabato,6.5,124.84,"Rice (regular, milled)",Retail,36.55
1/15/2023,Region XII,Sultan Kudarat,Sultan Kudarat,6.63,124.6,"Rice (regular, milled)",Retail,38
1/15/2023,Region XIII,Agusan del Norte,Agusan del Norte,9.12,125.55,"Rice (regular, milled)",Retail,36.08
1/15/2023,Region XIII,Agusan del Sur,Agusan del Sur,8.61,125.91,"Rice (regular, milled)",Retail,38.66
1/15/2023,Region XIII,Dinagat Islands,Dinagat Islands,10.01,125.57,"Rice (regular, milled)",Retail,43.06
1/15/2023,Region XIII,Surigao del Norte,Surigao del Norte,9.79,125.5,"Rice (regular, milled)",Retail,38.05
2/15/2023,Autonomous region in Muslim Mindanao,Basilan,Basilan,6.66,122.14,"Rice (regular, milled)",Retail,47.45
2/15/2023,Autonomous region in Muslim Mindanao,Lanao del Sur,Lanao del Sur,8,124.28,"Rice (regular, milled)",Retail,47.75
2/15/2023,Autonomous region in Muslim Mindanao,Maguindanao,Maguindanao,6.72,124.79,"Rice (regular, milled)",Retail,48.13
2/15/2023,Autonomous region in Muslim Mindanao,Maguindanao,Maguindanao,6.72,124.79,Rice (special),Retail,54.37
2/15/2023,Autonomous region in Muslim Mindanao,Tawi-Tawi,Tawi-Tawi,5.03,119.77,"Rice (regular, milled)",Retail,47.76
2/15/2023,Cordillera Administrative region,Abra,Abra,17.6,120.62,"Rice (regular, milled)",Retail,38
2/15/2023,Cordillera Administrative region,Apayao,Apayao,18.01,121.19,"Rice (regular, milled)",Retail,34.2
2/15/2023,Cordillera Administrative region,Benguet,Benguet,16.45,120.59,"Rice (regular, milled)",Retail,40.04
2/15/2023,Cordillera Administrative region,Ifugao,Ifugao,16.8,121.12,"Rice (regular, milled)",Retail,36.71
2/15/2023,Cordillera Administrative region,Kalinga,Kalinga,17.47,121.47,"Rice (regular, milled)",Retail,42.25
2/15/2023,Cordillera Administrative region,Mountain Province,Mountain Province,17.09,120.98,"Rice (regular, milled)",Retail,46.75
2/15/2023,Region I,Ilocos Norte,Ilocos Norte,18.19,120.6,"Rice (regular, milled)",Retail,36.88
2/15/2023,Region I,Ilocos Sur,Ilocos Sur,17.57,120.38,"Rice (regular, milled)",Retail,37.48
2/15/2023,Region I,La Union,La Union (Ilocos Region),16.62,120.31,"Rice (regular, milled)",Retail,36.13
2/15/2023,Region I,Pangasinan,Pangasinan,16.02,120.23,"Rice (regular, milled)",Retail,38.38
2/15/2023,Region II,Cagayan,Cagayan,17.63,121.73,"Rice (regular, milled)",Retail,37.31
2/15/2023,Region II,Isabela,Isabela,17.13,121.87,"Rice (regular, milled)",Retail,35.62
2/15/2023,Region II,Nueva Vizcaya,Nueva Vizcaya,16.49,121.15,"Rice (regular, milled)",Retail,36.25
2/15/2023,Region II,Quirino,Quirino,16.52,121.52,"Rice (regular, milled)",Retail,36.56
2/15/2023,Region III,Aurora,Aurora,15.75,121.56,Rice (special),Retail,70.38
2/15/2023,Region III,Aurora,Aurora,15.75,121.56,Rice (well milled),Retail,41.78
2/15/2023,Region III,Bulacan,Bulacan,14.84,120.81,"Rice (regular, milled)",Retail,37.41
2/15/2023,Region III,Bulacan,Bulacan,14.84,120.81,Rice (special),Retail,56.57
2/15/2023,Region III,Bulacan,Pampanga,15.02,121.09,"Rice (regular, milled)",Retail,39.75
2/15/2023,Region III,Nueva Ecija,Nueva Ecija,15.55,121.09,Rice (well milled),Retail,39.13
2/15/2023,Region III,Tarlac,Tarlac,15.49,120.59,"Rice (regular, milled)",Retail,37.39
2/15/2023,Region III,Zambales,Zambales,15.34,119.97,Rice (special),Retail,54.09
2/15/2023,Region IV-A,Batangas,Batangas,13.76,121.06,"Rice (regular, milled)",Retail,40.58
2/15/2023,Region IV-A,Batangas,Batangas,13.76,121.06,Rice (special),Retail,53.87
2/15/2023,Region IV-A,Laguna,Laguna,14.29,121.41,"Rice (regular, milled)",Retail,39.59
2/15/2023,Region IV-A,Quezon,Quezon,13.93,121.61,"Rice (regular, milled)",Retail,38.38
2/15/2023,Region IV-B,Occidental Mindoro,Occidental Mindoro,13.23,120.59,"Rice (regular, milled)",Retail,38.63
2/15/2023,Region IV-B,Occidental Mindoro,Occidental Mindoro,13.23,120.59,Rice (well milled),Retail,43.5
2/15/2023,Region IV-B,Oriental Mindoro,Oriental Mindoro,13.41,121.18,Rice (special),Retail,52.69
2/15/2023,Region IV-B,Palawan,Palawan,9.78,118.74,"Rice (regular, milled)",Retail,40.43
2/15/2023,Region IV-B,Palawan,Palawan,9.78,118.74,Rice (well milled),Retail,43.5
2/15/2023,Region IX,Zamboanga del Norte,Zamboanga del Norte,8.59,123.34,"Rice (regular, milled)",Retail,41.99
2/15/2023,Region IX,Zamboanga del Sur,Zamboanga del Sur,7.82,123.44,"Rice (regular, milled)",Retail,39.06
2/15/2023,Region V,Camarines Norte,Camarines Norte,14.12,122.96,"Rice (regular, milled)",Retail,38.89
2/15/2023,Region V,Catanduanes,Catanduanes,13.58,124.23,"Rice (regular, milled)",Retail,39.63
2/15/2023,Region V,Masbate,Camarines Sur,12.55,123.27,"Rice (regular, milled)",Retail,38.69
2/15/2023,Region V,Masbate,Masbate,12.36,123.63,"Rice (regular, milled)",Retail,41.13
2/15/2023,Region V,Sorsogon,Sorsogon,12.97,124.01,"Rice (regular, milled)",Retail,39.91
